onset	duration	trial_type
0	15.18	x99
15.18	2.56	x5
17.74	29.04	x8
46.78	4.3	x5
51.08	43.28	x8
94.36	1.36	x5
95.72	28.84	x8
124.56	10.14	x5
134.7	7.32	x8
142.02	8.7	x5
150.72	3.62	x8
154.34	10.32	x5
164.66	3.98	x8
168.64	4.38	x5
173.02	12	x8
185.02	1.84	x5
186.86	1.6	x8
188.46	13.86	x5
202.32	1.94	x8
204.26	1.4	x5
205.66	8.88	x8
214.54	3.22	x5
217.76	20.48	x8
238.24	10.52	x5
248.76	6.74	x8
255.5	5.68	x5
261.18	4.2	x8
265.38	14.54	x5
279.92	8.08	x8
288	6.6	x5
294.6	7.42	x8
302.02	4.6	x5
306.62	3.14	x8
309.76	8.7	x5
318.46	12.38	x8
330.84	18.14	x5
348.98	16.54	x8
365.52	2.82	x5
368.34	5.14	x8
373.48	1.7	x5
