name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	100.718	31.811	36.773	111.840	17.528	19.196	-17.528	0.393	10	8
Fp2	102.849	-35.432	38.387	115.356	-19.009	19.437	19.009	0.392	3	2
F7	54.119	75.830	38.954	100.978	54.485	22.691	-54.485	0.374	12	6
F3	71.074	51.301	87.662	123.967	35.821	45.002	-35.821	0.250	5	2
Fz	75.721	-4.573	111.028	134.468	-3.456	55.658	3.456	0.191	10	5
F4	71.095	-56.006	90.058	127.678	-38.230	44.858	38.230	0.251	12	4
F8	53.618	-83.395	36.712	105.723	-57.261	20.319	57.261	0.387	2	7
FC5	33.764	78.799	75.376	114.152	66.806	41.323	-66.806	0.270	8	4
FC1	41.451	31.071	127.542	137.661	36.855	67.895	-36.855	0.123	3	1
FC2	41.508	-38.811	125.069	137.373	-43.077	65.565	43.077	0.136	7	3
FC6	35.695	-86.342	72.182	118.065	-67.539	37.689	67.539	0.291	15	7
T7	-4.576	88.558	44.748	99.327	92.958	26.776	-92.958	0.351	10	4
C3	6.364	62.900	114.551	130.839	84.222	61.106	-84.222	0.161	9	2
Cz	9.136	-5.804	149.199	149.591	-32.428	85.851	32.428	0.023	4	2
C4	6.717	-72.622	112.360	133.955	-84.715	57.013	84.715	0.183	0	0
T8	-3.445	-98.873	43.885	108.229	-91.996	23.922	91.996	0.367	5	2
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7	4
CP5	-31.444	76.692	82.581	117.004	112.294	44.894	-112.294	0.251	9	3
CP1	-30.075	29.328	142.634	148.692	135.721	73.590	-135.721	0.091	2	0
CP2	-29.138	-42.846	140.528	149.776	-124.218	69.760	124.218	0.112	3	2
CP6	-31.912	-85.626	81.767	122.621	-110.440	41.822	110.440	0.268	12	6
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	10	7
P7	-62.549	69.414	51.756	106.814	132.022	28.982	-132.022	0.339	10	4
P3	-63.517	50.437	107.947	135.021	141.548	53.080	-141.548	0.205	0	0
Pz	-64.452	-6.590	129.947	145.202	-174.162	63.500	174.162	0.147	2	1
P4	-64.386	-58.321	105.991	137.044	-137.829	50.661	137.829	0.219	11	5
P8	-64.674	-77.864	53.957	114.703	-129.713	28.060	129.713	0.344	15	8
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	22	16
O1	-102.035	28.096	62.672	122.997	164.605	30.633	-164.605	0.330	10	3
Oz	-108.244	-2.206	64.016	125.776	-178.833	30.595	178.833	0.330	7	3
O2	-104.097	-32.512	62.508	125.700	-162.655	29.820	162.655	0.334	11	3
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2	2
AF7	78.610	61.084	35.709	105.764	37.849	19.733	-37.849	0.390	4	3
AF3	92.728	35.394	71.729	122.459	20.892	35.855	-20.892	0.301	0	0
AF4	95.092	-41.387	69.683	124.944	-23.520	33.897	23.520	0.312	8	6
AF8	83.148	-63.628	35.981	110.710	-37.425	18.966	37.425	0.395	4	3
F5	65.176	65.862	66.345	113.963	45.300	35.603	-45.300	0.302	5	2
F1	70.381	27.836	108.779	132.518	21.579	55.171	-21.579	0.193	9	5
F2	70.592	-32.590	108.478	133.464	-24.781	54.369	24.781	0.198	15	7
F6	64.034	-73.645	63.052	116.188	-48.993	32.866	48.993	0.317	9	6
AFz	98.992	-1.556	80.257	127.448	-0.901	39.030	0.901	0.283	3	1
FT7	26.857	86.021	41.490	99.208	72.661	24.722	-72.661	0.363	14	7
FC3	38.582	59.510	104.259	126.095	57.043	55.774	-57.043	0.190	3	1
FC4	40.475	-66.847	103.653	129.810	-58.805	52.987	58.805	0.206	12	4
FT8	24.686	-93.804	39.920	104.892	-75.256	22.370	75.256	0.376	3	1
FCz	45.664	-5.189	134.015	141.676	-6.483	71.072	6.483	0.105	12	5
C5	1.688	82.301	79.696	114.576	88.825	44.073	-88.825	0.255	1	0
C1	8.932	30.393	142.050	145.540	73.623	77.428	-73.623	0.070	8	2
C2	8.001	-42.629	139.493	146.081	-79.369	72.728	79.369	0.096	0	0
C6	0.783	-91.549	76.758	119.473	-89.510	39.977	89.510	0.278	17	12
TP7	-36.722	81.141	50.555	102.411	114.350	29.580	-114.350	0.336	2	1
CP3	-29.645	61.481	115.400	134.074	115.743	59.397	-115.743	0.170	3	0
CPz	-30.324	-6.867	147.434	150.676	-167.239	78.092	167.239	0.066	4	1
CP4	-27.200	-71.123	115.534	138.371	-110.929	56.612	110.929	0.185	0	0
TP8	-37.762	-90.356	51.214	110.513	-112.681	27.608	112.681	0.347	10	4
P5	-63.717	64.103	81.548	121.733	134.827	42.059	-134.827	0.266	0	0
P1	-60.037	27.870	129.400	145.346	155.098	62.909	-155.098	0.151	1	0
P2	-62.697	-35.873	126.399	145.584	-150.223	60.253	150.223	0.165	10	3
P6	-63.879	-71.855	82.312	126.566	-131.637	40.568	131.637	0.275	14	6
PO7	-85.239	52.068	58.126	115.566	148.581	30.197	-148.581	0.332	0	0
PO3	-87.101	31.857	95.603	133.197	159.910	45.870	-159.910	0.245	0	0
POz	-90.721	-4.137	100.953	135.790	-177.389	48.026	177.389	0.233	5	4
PO4	-87.839	-38.937	93.438	134.024	-156.094	44.201	156.094	0.254	8	3
PO8	-88.094	-58.819	59.773	121.627	-146.270	29.436	146.270	0.336	2	1
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	16	11
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	21	17
LPA	0.000	84.104	0.000	84.104	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-92.465	0.000	92.465	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	100.087	-0.000	0.000	100.087	-0.000	0.000	0.000	0.500	n/a	n/a
