name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	101.682	33.778	35.472	112.864	18.376	18.318	-18.376	0.398	2	0
Fp2	104.475	-32.186	36.580	115.278	-17.123	18.501	17.123	0.397	3	1
F7	48.949	75.773	29.231	94.826	57.138	17.954	-57.138	0.400	1	0
F3	67.848	54.887	83.845	121.020	38.972	43.854	-38.972	0.256	1	0
Fz	79.222	-1.670	110.375	135.874	-1.208	54.325	1.208	0.198	7	1
F4	69.603	-56.622	87.314	125.197	-39.128	44.220	39.128	0.254	3	1
F8	53.409	-78.350	30.014	99.459	-55.719	17.564	55.719	0.402	5	1
FC5	29.812	81.329	66.804	109.389	69.869	37.640	-69.869	0.291	6	1
FC1	39.210	39.319	123.838	135.718	45.079	65.849	-45.079	0.134	1	0
FC2	40.409	-38.099	125.668	137.393	-43.314	66.158	43.314	0.132	1	0
FC6	32.428	-86.154	65.810	113.159	-69.374	35.561	69.374	0.302	6	1
T7	-8.942	86.797	40.692	96.278	95.882	25.002	-95.882	0.361	6	2
C3	-1.488	71.841	109.972	131.367	91.187	56.839	-91.187	0.184	2	1
Cz	4.767	-0.128	146.410	146.488	-1.533	88.135	1.533	0.010	3	0
C4	2.288	-75.347	111.411	134.517	-88.261	55.917	88.261	0.189	8	0
T8	-5.311	-90.738	36.269	97.862	-93.350	21.753	93.350	0.379	3	1
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17	4
CP5	-43.328	81.700	73.781	118.305	117.939	38.584	-117.939	0.286	7	1
CP1	-40.515	37.573	137.048	147.768	137.158	68.041	-137.158	0.122	7	1
CP2	-37.413	-38.338	139.285	149.231	-134.300	68.963	134.300	0.117	4	2
CP6	-37.530	-85.672	80.788	123.592	-113.656	40.819	113.656	0.273	11	2
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	14	3
P7	-73.565	71.924	42.654	111.374	135.646	22.518	-135.646	0.375	10	2
P3	-76.469	54.493	100.599	137.612	144.526	46.973	-144.526	0.239	6	1
Pz	-78.131	-2.135	124.622	147.104	-178.435	57.905	178.435	0.178	14	1
P4	-70.267	-59.898	103.950	139.035	-139.555	48.388	139.555	0.231	10	0
P8	-68.851	-78.208	46.408	114.064	-131.359	24.007	131.359	0.367	9	2
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9	1
O1	-111.420	24.711	48.227	123.898	167.495	22.907	-167.495	0.373	11	3
Oz	-116.339	-6.139	50.405	126.938	-176.979	23.396	176.979	0.370	16	3
O2	-109.643	-35.672	51.114	126.121	-161.978	23.908	161.978	0.367	13	4
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12	3
AF7	76.370	62.527	30.349	103.262	39.308	17.092	-39.308	0.405	0	0
AF3	92.416	37.036	66.811	119.901	21.839	33.864	-21.839	0.312	0	0
AF4	93.234	-40.893	68.240	122.562	-23.683	33.833	23.683	0.312	0	0
AF8	80.722	-64.971	29.959	107.865	-38.830	16.125	38.830	0.410	0	0
F5	62.346	68.921	55.534	108.264	47.868	30.860	-47.868	0.329	1	0
F1	74.272	31.166	104.273	131.759	22.764	52.316	-22.764	0.209	4	0
F2	74.519	-34.454	104.550	132.931	-24.813	51.859	24.813	0.212	1	0
F6	64.851	-72.554	60.082	114.366	-48.209	31.692	48.209	0.324	2	2
AFz	105.165	-1.309	71.337	127.084	-0.713	34.148	0.713	0.310	8	4
FT7	19.247	83.980	34.210	92.700	77.092	21.656	-77.092	0.380	3	1
FC3	34.947	67.342	99.043	124.763	62.573	52.547	-62.573	0.208	1	0
FC4	38.844	-67.805	101.054	127.743	-60.193	52.286	60.193	0.210	7	0
FT8	22.323	-88.356	30.624	96.140	-75.821	18.574	75.821	0.397	8	2
FCz	43.920	-1.616	133.138	140.204	-2.107	71.732	2.107	0.101	14	1
C5	-8.670	86.265	72.813	113.219	95.739	40.025	-95.739	0.278	5	1
C1	2.667	40.410	136.824	142.692	86.224	73.512	-86.224	0.092	1	0
C2	4.331	-41.599	137.264	143.495	-84.056	73.054	84.056	0.094	14	1
C6	-1.020	-90.508	72.927	116.237	-90.646	38.858	90.646	0.284	9	2
TP7	-46.125	82.723	43.115	104.065	119.143	24.476	-119.143	0.364	9	2
CP3	-40.116	68.060	111.379	136.553	120.516	54.652	-120.516	0.196	9	1
CPz	-40.143	-1.356	145.441	150.885	-178.066	74.562	178.066	0.086	2	1
CP4	-37.164	-70.403	113.405	138.559	-117.829	54.931	117.829	0.195	7	1
TP8	-39.575	-86.923	46.236	106.111	-114.479	25.832	114.479	0.356	9	3
P5	-78.210	66.446	74.639	126.897	139.649	36.028	-139.649	0.300	6	1
P1	-76.278	29.888	119.554	144.931	158.603	55.579	-158.603	0.191	11	1
P2	-74.612	-33.249	121.532	146.432	-155.981	56.094	155.981	0.188	9	2
P6	-67.780	-73.993	76.795	126.359	-132.491	37.427	132.491	0.292	9	3
PO7	-98.118	51.919	48.518	121.147	152.115	23.609	-152.115	0.369	8	2
PO3	-101.468	33.349	84.653	136.287	161.806	38.400	-161.806	0.287	11	3
POz	-103.590	-6.862	92.777	139.233	-176.210	41.786	176.210	0.268	10	3
PO4	-96.681	-42.410	86.952	136.771	-156.315	39.475	156.315	0.281	4	2
PO8	-92.573	-59.507	46.741	119.564	-147.267	23.012	147.267	0.372	11	3
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	13	5
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	21	9
LPA	0.000	82.444	0.000	82.444	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-87.021	0.000	87.021	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	107.277	-0.000	0.000	107.277	-0.000	0.000	0.000	0.500	n/a	n/a
