time	acceleration_x	acceleration_y	acceleration_z	gyroscope_x	gyroscope_y	gyroscope_z	magnetometer_x	magnetometer_y	magnetometer_z	quaternion_w	quaternion_x	quaternion_y	quaternion_z
0	-9.6196	-0.1314	-1.3558	0.0083	-0.0178	0.0108	20.6922	-29.1885	4.8602	0.4930	-0.5056	0.5605	0.4326
0.01	-9.6151	-0.1369	-1.3595	0.0023	-0.0137	0.0152	20.7857	-29.3124	4.7879	0.4930	-0.5056	0.5605	0.4326
0.02	-9.6136	-0.1392	-1.3466	0.0031	-0.0196	0.0135	20.6994	-28.9443	4.6170	0.4930	-0.5056	0.5605	0.4327
0.03	-9.6124	-0.1422	-1.3583	0.0059	-0.0163	0.0115	20.6608	-29.0615	4.6899	0.4930	-0.5055	0.5604	0.4326
0.04	-9.6167	-0.1457	-1.3529	0.0079	-0.0180	0.0165	20.6975	-29.1508	4.6595	0.4931	-0.5056	0.5605	0.4327
0.05	-9.6098	-0.1406	-1.3536	0.0095	-0.0136	0.0144	20.5027	-29.0004	4.6502	0.4930	-0.5055	0.5605	0.4326
0.06	-9.6109	-0.1569	-1.3583	0.0053	-0.0123	0.0148	20.6046	-29.1731	4.4612	0.4931	-0.5056	0.5605	0.4327
0.07	-9.6104	-0.1528	-1.3604	0.0066	-0.0148	0.0186	20.5853	-29.0188	4.5993	0.4930	-0.5055	0.5605	0.4327
0.08	-9.6097	-0.1570	-1.3562	0.0015	-0.0178	0.0166	20.6396	-29.0057	4.7947	0.4930	-0.5055	0.5605	0.4327
0.09	-9.6126	-0.1526	-1.3547	0.0034	-0.0149	0.0144	20.8270	-29.0349	4.5258	0.4930	-0.5055	0.5605	0.4327
0.1	-9.6125	-0.1475	-1.3726	0.0040	-0.0144	0.0132	20.6415	-28.8709	4.7610	0.4930	-0.5055	0.5604	0.4327
0.11	-9.6141	-0.1561	-1.3554	0.0004	-0.0142	0.0166	20.7038	-28.8933	4.8318	0.4930	-0.5056	0.5605	0.4328
0.12	-9.6171	-0.1609	-1.3647	0.0052	-0.0144	0.0114	20.4963	-28.9205	4.5734	0.4930	-0.5055	0.5604	0.4327
0.13	-9.6177	-0.1693	-1.3699	0.0037	-0.0202	0.0125	20.6195	-29.0214	4.5601	0.4931	-0.5056	0.5605	0.4328
0.14	-9.6210	-0.1576	-1.3794	0.0025	-0.0187	0.0150	20.4827	-28.8633	4.6714	0.4930	-0.5055	0.5604	0.4328
0.15	-9.6131	-0.1652	-1.3964	0.0037	-0.0155	0.0159	20.5825	-28.8177	4.7516	0.4930	-0.5055	0.5604	0.4328
0.16	-9.6172	-0.1711	-1.3956	0.0013	-0.0118	0.0144	20.8362	-29.1270	4.7788	0.4930	-0.5055	0.5604	0.4328
0.17	-9.6101	-0.1630	-1.3928	0.0085	-0.0119	0.0161	20.6487	-29.1045	4.6526	0.4930	-0.5055	0.5604	0.4328
0.18	-9.6119	-0.1714	-1.3824	0.0207	-0.0138	0.0221	20.6869	-28.7305	4.7805	0.4931	-0.5055	0.5605	0.4328
0.19	-9.6151	-0.1632	-1.3935	0.0082	-0.0147	0.0178	20.8098	-28.9099	4.8162	0.4930	-0.5054	0.5605	0.4328
0.2	-9.6238	-0.1566	-1.3931	0.0122	-0.0137	0.0184	21.0239	-29.1850	4.5208	0.4931	-0.5054	0.5605	0.4328
0.21	-9.6232	-0.1534	-1.4003	0.0061	-0.0070	0.0173	20.5963	-29.0211	4.7851	0.4930	-0.5054	0.5605	0.4328
0.22	-9.6096	-0.1475	-1.4010	0.0092	-0.0139	0.0158	20.8726	-29.0929	4.8390	0.4930	-0.5054	0.5605	0.4328
0.23	-9.6177	-0.1415	-1.3994	0.0115	-0.0154	0.0227	20.8202	-28.9719	4.7149	0.4930	-0.5053	0.5605	0.4328
0.24	-9.6154	-0.1474	-1.3963	0.0083	-0.0162	0.0162	20.5312	-29.0529	4.7930	0.4930	-0.5053	0.5605	0.4328
0.25	-9.6112	-0.1513	-1.3889	0.0083	-0.0083	0.0148	20.7224	-29.0470	4.6111	0.4930	-0.5053	0.5606	0.4328
0.26	-9.6204	-0.1514	-1.4004	0.0131	-0.0143	0.0160	20.6547	-29.0926	4.7549	0.4930	-0.5053	0.5606	0.4328
0.27	-9.6224	-0.1561	-1.3932	0.0078	-0.0118	0.0155	20.8745	-28.9299	4.8679	0.4930	-0.5053	0.5606	0.4328
0.28	-9.6024	-0.1414	-1.3752	0.0096	-0.0154	0.0148	20.7211	-28.8664	4.8376	0.4930	-0.5052	0.5606	0.4328
0.29	-9.6250	-0.1428	-1.3818	0.0097	-0.0098	0.0154	20.7085	-28.9958	4.7143	0.4931	-0.5053	0.5606	0.4328
0.3	-9.6192	-0.1400	-1.3860	0.0120	-0.0116	0.0177	20.5813	-28.8366	4.5038	0.4930	-0.5053	0.5606	0.4328
0.31	-9.6045	-0.1318	-1.3810	0.0133	-0.0174	0.0178	20.5281	-28.9823	4.6781	0.4931	-0.5052	0.5607	0.4328
0.32	-9.6125	-0.1390	-1.3810	0.0076	-0.0141	0.0103	20.8855	-29.0459	4.6552	0.4931	-0.5052	0.5606	0.4328
0.33	-9.6122	-0.1356	-1.3741	0.0104	-0.0156	0.0143	20.7111	-29.0714	4.6904	0.4931	-0.5052	0.5607	0.4328
0.34	-9.6183	-0.1284	-1.3726	0.0041	-0.0151	0.0163	20.6222	-28.8303	4.8133	0.4931	-0.5052	0.5607	0.4328
0.35	-9.6081	-0.1328	-1.3607	0.0126	-0.0145	0.0175	20.8950	-28.7924	4.8685	0.4931	-0.5051	0.5606	0.4328
0.36	-9.6152	-0.1388	-1.3610	0.0106	-0.0090	0.0106	21.2110	-28.9784	4.7050	0.4931	-0.5052	0.5607	0.4328
