time	acceleration_x	acceleration_y	acceleration_z	gyroscope_x	gyroscope_y	gyroscope_z	magnetometer_x	magnetometer_y	magnetometer_z	quaternion_w	quaternion_x	quaternion_y	quaternion_z
0	-9.6230	-0.1087	-1.4091	0.0000	-0.0125	0.0073	44.3186	-6.0581	4.6460	0.4061	-0.5980	0.4626	0.5133
0.01	-9.6135	-0.0993	-1.4207	0.0036	-0.0134	0.0066	44.0965	-6.2184	4.5968	0.4061	-0.5980	0.4626	0.5133
0.02	-9.6074	-0.1037	-1.4115	-0.0003	-0.0138	0.0110	44.3018	-6.2242	4.7226	0.4061	-0.5979	0.4625	0.5133
0.03	-9.6152	-0.1182	-1.4176	0.0026	-0.0086	0.0060	44.0055	-6.0915	4.4697	0.4061	-0.5980	0.4626	0.5133
0.04	-9.6118	-0.1164	-1.4203	0.0019	-0.0151	0.0104	44.0622	-6.0617	4.5897	0.4061	-0.5980	0.4626	0.5133
0.05	-9.6115	-0.1022	-1.4204	-0.0002	-0.0100	0.0038	44.1153	-6.2521	4.6315	0.4061	-0.5980	0.4626	0.5133
0.06	-9.6077	-0.1037	-1.4306	-0.0022	-0.0187	0.0051	43.9883	-6.1090	4.5988	0.4061	-0.5981	0.4625	0.5133
0.07	-9.6107	-0.1094	-1.4258	0.0041	-0.0095	0.0057	44.0371	-5.7968	4.6285	0.4061	-0.5980	0.4625	0.5133
0.08	-9.6113	-0.1050	-1.4257	0.0000	-0.0104	0.0072	44.1359	-6.0362	4.7482	0.4061	-0.5981	0.4625	0.5133
0.09	-9.6092	-0.1117	-1.4058	-0.0017	-0.0174	0.0069	43.9206	-6.0568	4.5808	0.4061	-0.5980	0.4625	0.5132
0.1	-9.6127	-0.1043	-1.4153	0.0006	-0.0110	0.0004	43.8363	-6.1674	4.5411	0.4062	-0.5981	0.4625	0.5133
0.11	-9.6090	-0.1073	-1.4192	-0.0007	-0.0069	0.0065	44.1667	-5.9341	4.7803	0.4061	-0.5981	0.4625	0.5132
0.12	-9.6085	-0.1074	-1.4025	-0.0020	-0.0163	0.0060	44.3449	-5.8634	4.8334	0.4061	-0.5982	0.4625	0.5132
0.13	-9.6114	-0.1221	-1.3867	-0.0015	-0.0206	0.0068	44.3096	-5.8869	5.0894	0.4061	-0.5981	0.4624	0.5132
0.14	-9.6141	-0.1200	-1.3991	0.0094	-0.0249	0.0101	44.1348	-6.0337	4.7671	0.4062	-0.5981	0.4624	0.5133
0.15	-9.6105	-0.1179	-1.4128	0.0040	-0.0263	0.0099	43.9970	-6.1319	4.7143	0.4062	-0.5981	0.4624	0.5133
0.16	-9.6096	-0.1188	-1.3950	0.0019	-0.0136	0.0110	43.9517	-6.2264	4.7459	0.4062	-0.5980	0.4624	0.5133
0.17	-9.6099	-0.1176	-1.4081	0.0022	-0.0207	0.0115	43.9334	-6.2326	4.5955	0.4063	-0.5981	0.4624	0.5134
0.18	-9.6116	-0.1222	-1.4137	0.0034	-0.0166	0.0148	44.1645	-6.3372	4.5556	0.4062	-0.5980	0.4624	0.5133
0.19	-9.6017	-0.1297	-1.4134	0.0038	-0.0191	0.0126	44.1399	-6.1816	4.5355	0.4063	-0.5981	0.4624	0.5134
