name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
O1	-106.004	28.907	94.452	144.891	164.747	40.683	-164.747	0.274	5	2
Oz	-109.538	-3.002	97.365	146.587	-178.430	41.622	178.430	0.269	12	8
O2	-105.264	-33.554	92.540	144.118	-162.320	39.950	162.320	0.278	14	2
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6	1
AF7	90.265	54.791	60.339	121.617	31.258	29.745	-31.258	0.335	2	4
AF3	105.847	30.835	93.129	144.317	16.242	40.189	-16.242	0.277	5	5
AF4	98.229	-48.803	88.541	140.961	-26.419	38.912	26.419	0.284	16	12
AF8	83.330	-65.863	50.558	117.635	-38.322	25.454	38.322	0.359	15	12
F5	73.275	63.744	88.686	131.521	41.021	42.400	-41.021	0.264	12	999
F1	82.928	22.296	128.460	154.519	15.049	56.238	-15.049	0.188	3	1
F2	80.323	-40.316	124.706	153.716	-26.653	54.221	26.653	0.199	5	3
F6	65.212	-75.579	78.586	127.045	-49.211	38.211	49.211	0.288	13	9
AFz	109.641	-5.967	100.939	149.149	-3.115	42.592	3.115	0.263	20	999
FT7	31.731	82.242	71.148	113.282	68.902	38.908	-68.902	0.284	7	5
FC3	46.492	58.162	129.448	149.335	51.363	60.092	-51.363	0.166	3	1
FC4	39.799	-74.304	120.722	147.237	-61.826	55.076	61.826	0.194	7	7
FT8	24.630	-87.851	55.155	106.614	-74.339	31.154	74.339	0.327	7	6
FCz	51.434	-10.076	154.660	163.299	-11.084	71.279	11.084	0.104	24	52
C5	5.381	80.236	107.174	133.989	86.164	53.118	-86.164	0.205	14	26
C1	14.826	29.598	162.709	166.043	63.393	78.500	-63.393	0.064	5	6
C2	14.262	-46.992	160.316	167.669	-73.117	72.969	73.117	0.095	8	77
C6	-2.417	-90.708	91.663	128.981	-91.526	45.290	91.526	0.248	17	12
TP7	-33.097	84.186	80.347	120.989	111.462	41.612	-111.462	0.269	1	0
CP3	-25.123	58.652	146.252	159.565	113.187	66.430	-113.187	0.131	4	2
CPz	-23.751	-8.513	174.203	176.021	-160.281	81.759	160.281	0.046	8	22
CP4	-26.277	-74.415	136.682	157.829	-109.449	59.998	109.449	0.167	16	50
TP8	-35.918	-87.817	68.689	117.132	-112.245	35.903	112.245	0.301	3	2
P5	-60.561	64.777	115.711	145.783	133.074	52.535	-133.074	0.208	8	45
P1	-57.606	24.049	156.913	168.874	157.341	68.306	-157.341	0.121	11	43
P2	-60.562	-37.978	152.588	168.502	-147.909	64.898	147.909	0.139	7	999
P6	-61.982	-73.532	108.366	144.886	-130.128	48.412	130.128	0.231	18	28
PO7	-88.364	55.675	92.189	139.308	147.786	41.435	-147.786	0.270	6	3
PO3	-90.324	31.622	124.183	156.780	160.705	52.381	-160.705	0.209	6	7
POz	-90.122	-3.159	134.517	161.947	-177.992	56.163	177.992	0.188	10	7
PO4	-88.632	-40.910	120.656	155.200	-155.223	51.025	155.223	0.217	0	0
PO8	-87.181	-59.719	84.419	135.253	-145.589	38.620	145.589	0.285	10	3
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	30	21
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	13	11
LPA	0.000	79.702	0.000	79.702	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-78.848	0.000	78.848	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	99.146	-0.000	0.000	99.146	-0.000	0.000	0.000	0.500	n/a	n/a
