name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Pz	-60.615	-5.294	131.114	144.544	-175.008	65.105	175.008	0.138	10	5
P4	-60.653	-57.226	109.718	137.810	-136.665	52.764	136.665	0.207	3	1
P8	-65.064	-79.088	58.200	117.794	-129.443	29.609	129.443	0.336	15	1
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	10	4
O1	-100.338	26.541	67.759	123.949	165.184	33.139	-165.184	0.316	7	5
Oz	-104.913	-7.096	68.825	125.674	-176.130	33.206	176.130	0.316	18	3
O2	-101.715	-35.096	63.629	125.006	-160.963	30.598	160.963	0.330	16	6
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	13	2
AF7	81.578	57.489	37.589	106.643	35.173	20.638	-35.173	0.385	7	4
AF3	93.805	32.485	70.047	121.496	19.101	35.207	-19.101	0.304	0	0
AF4	93.265	-40.723	67.664	122.209	-23.588	33.619	23.588	0.313	1	0
AF8	81.635	-63.097	34.003	108.636	-37.701	18.240	37.701	0.399	13	7
F5	67.676	66.028	67.632	116.249	44.294	35.576	-44.294	0.302	0	0
F1	73.099	24.291	106.565	131.490	18.382	54.139	-18.382	0.199	0	0
F2	70.049	-35.548	105.554	131.576	-26.907	53.344	26.907	0.204	3	1
F6	65.213	-74.044	59.945	115.450	-48.629	31.280	48.629	0.326	12	7
AFz	97.916	-4.626	77.225	124.791	-2.705	38.231	2.705	0.288	9	4
FT7	28.226	87.219	45.513	102.349	72.067	26.403	-72.067	0.353	5	2
FC3	42.273	58.470	105.036	127.430	54.134	55.514	-54.134	0.192	0	0
FC4	41.396	-68.319	99.982	127.974	-58.787	51.377	58.787	0.215	6	2
FT8	25.840	-94.068	40.386	105.581	-74.640	22.489	74.640	0.375	18	6
FCz	48.803	-5.618	130.772	139.695	-6.567	69.411	6.567	0.114	10	2
C5	3.754	82.394	82.638	116.755	87.391	45.055	-87.391	0.250	12	4
C1	13.305	30.936	139.616	143.620	66.728	76.439	-66.728	0.075	7	2
C2	11.713	-40.850	138.410	144.787	-74.001	72.932	74.001	0.095	7	4
C6	1.931	-91.702	78.698	120.857	-88.794	40.630	88.794	0.274	0	0
TP7	-35.021	83.555	52.222	104.571	112.741	29.960	-112.741	0.334	6	2
CP3	-25.838	61.269	117.861	135.324	112.866	60.569	-112.866	0.164	7	2
CPz	-27.935	-5.223	146.837	149.562	-169.410	79.046	169.410	0.061	12	12
CP4	-26.037	-70.191	116.575	138.544	-110.352	57.291	110.352	0.182	2	1
TP8	-35.694	-92.462	53.117	112.449	-111.109	28.188	111.109	0.343	5	2
P5	-61.052	64.876	84.676	122.908	133.261	43.546	-133.261	0.258	4	0
P1	-57.316	25.525	130.950	145.205	155.995	64.399	-155.995	0.142	5	2
P2	-58.831	-33.413	127.958	144.744	-150.406	62.133	150.406	0.155	8	2
P6	-62.052	-72.814	83.752	127.148	-130.438	41.200	130.438	0.271	3	0
PO7	-85.697	51.113	64.198	118.650	149.186	32.756	-149.186	0.318	19	29
PO3	-85.517	32.762	96.811	133.262	159.038	46.591	-159.038	0.241	3	22
POz	-86.125	-3.599	104.177	135.216	-177.607	50.394	177.607	0.220	3	2
PO4	-86.108	-38.863	94.242	133.441	-155.709	44.930	155.709	0.250	11	3
PO8	-85.701	-60.594	62.842	122.333	-144.738	30.910	144.738	0.328	12	2
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5	2
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	25	14
LPA	0.000	85.799	0.000	85.799	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-92.890	0.000	92.890	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	96.871	-0.000	0.000	96.871	-0.000	0.000	0.000	0.500	n/a	n/a
