onset	duration	trial_type
0	15.18	x0
15.18	0.14	x2
15.32	0.66	x1
15.98	0.18	x2
16.16	0.14	x1
16.3	0.02	x2
16.32	0.02	x1
16.34	0.02	x2
16.36	0.04	x1
16.4	0.14	x2
16.54	0.18	x1
16.72	0.12	x2
16.84	0.54	x1
17.38	0.06	x2
17.44	0.02	x1
17.46	0.3	x2
17.76	0.08	x1
17.84	0.64	x2
18.48	0.12	x1
18.6	0.76	x2
19.36	0.16	x1
19.52	0.08	x2
19.6	0.54	x1
20.14	0.32	x2
20.46	0.4	x1
20.86	0.74	x2
21.6	0.9	x1
22.5	0.08	x2
22.58	0.02	x1
22.6	0.34	x2
22.94	0.1	x1
23.04	0.52	x2
23.56	0.2	x1
23.76	0.8	x2
24.56	0.58	x1
25.14	0.22	x2
25.36	0.06	x1
25.42	0.28	x2
25.7	0.28	x1
25.98	0.28	x2
26.26	0.02	x1
26.28	0.18	x2
26.46	0.38	x1
26.84	0.2	x2
27.04	0.82	x1
27.86	0.04	x2
27.9	0.14	x1
28.04	0.1	x2
28.14	0.2	x1
28.34	0.08	x2
28.42	0.5	x1
28.92	0.04	x2
28.96	0.04	x1
29	0.22	x2
29.22	1.78	x1
31	0.22	x2
31.22	1.3	x1
32.52	0.3	x2
32.82	0.08	x1
32.9	0.98	x2
33.88	0.32	x1
34.2	0.02	x2
34.22	0.04	x1
34.26	0.26	x2
34.52	0.58	x1
35.1	0.02	x2
35.12	0.02	x1
35.14	0.04	x2
35.18	0.02	x1
35.2	0.42	x2
35.62	0.26	x1
35.88	1.04	x2
36.92	0.04	x1
36.96	1.58	x2
38.54	0.16	x1
38.7	0.74	x2
39.44	0.96	x1
40.4	0.2	x2
40.6	0.56	x1
41.16	0.48	x2
41.64	0.04	x1
41.68	0.12	x2
41.8	0.4	x1
42.2	0.1	x2
42.3	0.34	x1
42.64	0.02	x2
42.66	0.52	x1
43.18	0.08	x2
43.26	0.16	x1
43.42	0.06	x2
43.48	0.38	x1
43.86	0.06	x2
43.92	0.08	x1
44	0.1	x2
44.1	0.4	x1
44.5	0.48	x2
44.98	0.56	x1
