onset	duration	trial_type
0	20.2	x0
20.2	4.2	x8
24.4	5.34	x81
29.74	4.26	x5
34	1.18	x0
35.18	4.18	x8
39.36	2.46	x81
41.82	1.76	x5
43.58	4.84	x0
48.42	4.22	x8
52.64	2.48	x81
55.12	1.74	x5
56.86	9.58	x81
66.44	2.5	x5
68.94	2.84	x81
71.78	2.52	x5
74.3	2.88	x81
77.18	4.24	x5
81.42	1.34	x0
82.76	4.18	x8
86.94	5.36	x81
92.3	4.26	x5
96.56	3.74	x0
100.3	4.16	x8
104.46	2.48	x5
106.94	5.38	x81
112.32	1.74	x5
114.06	2.34	x0
116.4	4.16	x8
120.56	2.48	x81
123.04	1.76	x5
124.8	2.68	x0
127.48	4.2	x8
131.68	2.48	x81
134.16	1.76	x5
135.92	5.82	x0
141.74	4.2	x8
145.94	2.48	x5
148.42	8.22	x81
156.64	2.5	x5
159.14	5.36	x81
164.5	1.76	x5
166.26	4.16	x81
170.42	2.5	x5
172.92	2.88	x81
175.8	2.48	x5
178.28	2.88	x81
181.16	4.24	x5
185.4	5.3	x0
190.7	4.18	x8
194.88	5.38	x81
200.26	4.22	x5
204.48	17.38	x81
221.86	1.78	x5
223.64	5	x0
228.64	4.2	x8
232.84	10.72	x81
243.56	4.22	x5
247.78	1.48	x0
249.26	4.18	x8
253.44	4.22	x5
257.66	2.08	x0
259.74	4.18	x8
263.92	4.24	x5
268.16	7.38	x0
275.54	4.16	x8
279.7	2.5	x5
282.2	8.26	x81
290.46	4.24	x5
294.7	1.86	x0
296.56	4.2	x8
300.76	2.48	x5
303.24	2.88	x81
306.12	4.24	x5
310.36	2.32	x0
312.68	4.18	x8
316.86	4.24	x5
321.1	9.24	x0
330.34	4.14	x8
334.48	7.84	x81
342.32	1.74	x5
344.06	12.04	x81
356.1	1.78	x5
357.88	4	x0
361.88	4.14	x8
366.02	2.5	x5
368.52	2.88	x81
371.4	3.78	x5
