time	acceleration_x	acceleration_y	acceleration_z	gyroscope_x	gyroscope_y	gyroscope_z	magnetometer_x	magnetometer_y	magnetometer_z	quaternion_w	quaternion_x	quaternion_y	quaternion_z
0	-9.5207	-0.0825	-1.3789	0.0017	-0.0017	0.0123	25.9036	16.3136	-9.7265	-0.3169	-0.6579	-0.3705	0.5741
0.01	-9.5292	-0.0834	-1.3641	0.0014	-0.0007	0.0150	25.8634	16.1917	-9.6766	-0.3169	-0.6578	-0.3705	0.5740
0.02	-9.5189	-0.0957	-1.3665	0.0057	-0.0058	0.0154	25.7186	16.3310	-9.8495	-0.3169	-0.6579	-0.3705	0.5741
0.03	-9.5132	-0.0870	-1.3646	-0.0007	-0.0140	0.0154	25.8179	16.2427	-9.9310	-0.3169	-0.6578	-0.3704	0.5740
0.04	-9.5121	-0.0690	-1.3564	0.0058	-0.0079	0.0081	25.5944	16.2351	-9.6536	-0.3170	-0.6578	-0.3705	0.5741
0.05	-9.5277	-0.0640	-1.3707	0.0050	-0.0065	0.0159	25.7182	16.0808	-9.9410	-0.3169	-0.6578	-0.3705	0.5741
0.06	-9.5292	-0.0572	-1.3670	0.0005	-0.0091	0.0098	25.6735	16.1272	-9.7319	-0.3170	-0.6578	-0.3705	0.5741
0.07	-9.5144	-0.0568	-1.3623	0.0054	-0.0068	0.0103	25.6168	16.1818	-9.6294	-0.3169	-0.6578	-0.3705	0.5741
0.08	-9.5221	-0.0606	-1.3593	0.0044	-0.0080	0.0152	25.6720	16.1202	-9.7287	-0.3169	-0.6578	-0.3705	0.5741
0.09	-9.5227	-0.0604	-1.3618	0.0061	-0.0082	0.0072	25.7844	16.2243	-9.9487	-0.3169	-0.6578	-0.3705	0.5741
0.1	-9.5163	-0.0639	-1.3601	0.0119	-0.0079	0.0138	25.8907	15.9030	-9.9684	-0.3169	-0.6577	-0.3705	0.5741
0.11	-9.5177	-0.0680	-1.3616	0.0074	-0.0023	0.0174	25.9929	15.8373	-9.9906	-0.3169	-0.6578	-0.3705	0.5742
0.12	-9.5256	-0.0629	-1.3707	0.0099	-0.0068	0.0201	25.8274	15.9267	-10.0306	-0.3169	-0.6578	-0.3704	0.5742
0.13	-9.5204	-0.0586	-1.3548	0.0037	-0.0028	0.0186	26.0378	15.9669	-9.6943	-0.3169	-0.6579	-0.3705	0.5742
0.14	-9.5030	-0.0579	-1.3475	0.0104	-0.0044	0.0111	26.0573	16.0184	-9.6898	-0.3169	-0.6578	-0.3704	0.5741
0.15	-9.5204	-0.0570	-1.3597	0.0041	-0.0060	0.0152	25.7196	16.0870	-9.8748	-0.3169	-0.6578	-0.3704	0.5742
0.16	-9.5249	-0.0650	-1.3656	-0.0015	-0.0078	0.0145	25.7479	16.0591	-9.8164	-0.3169	-0.6578	-0.3704	0.5742
0.17	-9.5129	-0.0602	-1.3611	0.0059	-0.0061	0.0197	25.6388	16.1464	-9.5710	-0.3169	-0.6578	-0.3704	0.5741
0.18	-9.5103	-0.0596	-1.3685	0.0111	-0.0033	0.0184	25.7282	16.1667	-9.8674	-0.3169	-0.6579	-0.3704	0.5742
0.19	-9.5200	-0.0613	-1.3709	0.0027	-0.0038	0.0149	25.7550	16.1504	-9.8864	-0.3169	-0.6578	-0.3704	0.5741
0.2	-9.5321	-0.0594	-1.3682	0.0050	0.0032	0.0111	25.8569	16.1697	-9.9005	-0.3169	-0.6579	-0.3704	0.5741
0.21	-9.5102	-0.0603	-1.3789	0.0082	-0.0030	0.0160	25.6232	16.1422	-9.8740	-0.3169	-0.6578	-0.3704	0.5741
0.22	-9.5248	-0.0572	-1.3750	0.0069	-0.0014	0.0109	25.7646	16.1799	-9.9248	-0.3169	-0.6579	-0.3704	0.5741
0.23	-9.5185	-0.0552	-1.3726	-0.0008	-0.0061	0.0056	25.8387	16.2692	-9.8125	-0.3168	-0.6579	-0.3704	0.5741
0.24	-9.5148	-0.0543	-1.3762	0.0040	-0.0095	0.0158	25.7244	16.2117	-9.8789	-0.3169	-0.6578	-0.3704	0.5741
0.25	-9.5367	-0.0531	-1.3873	0.0029	-0.0074	0.0133	25.7310	16.3561	-9.9024	-0.3169	-0.6579	-0.3704	0.5741
0.26	-9.5254	-0.0573	-1.3814	0.0031	-0.0093	0.0104	25.8340	16.2812	-9.6452	-0.3169	-0.6578	-0.3704	0.5741
0.27	-9.5205	-0.0589	-1.3756	0.0068	-0.0103	0.0135	25.7522	16.2245	-9.8092	-0.3169	-0.6578	-0.3704	0.5742
0.28	-9.5193	-0.0641	-1.3775	0.0041	-0.0139	0.0161	25.6789	16.2615	-9.8108	-0.3169	-0.6577	-0.3704	0.5741
0.29	-9.5239	-0.0576	-1.3718	-0.0049	-0.0156	0.0097	26.0785	15.9261	-9.6800	-0.3169	-0.6578	-0.3704	0.5742
0.3	-9.5359	-0.0592	-1.3749	0.0042	-0.0073	0.0119	25.9425	16.0773	-9.7402	-0.3169	-0.6577	-0.3704	0.5742
0.31	-9.5123	-0.0623	-1.3711	0.0046	-0.0082	0.0133	25.8789	16.0228	-9.8945	-0.3169	-0.6577	-0.3704	0.5742
0.32	-9.5240	-0.0653	-1.3696	0.0033	-0.0075	0.0095	25.8778	15.9640	-9.8751	-0.3169	-0.6577	-0.3704	0.5742
0.33	-9.5202	-0.0656	-1.3750	0.0024	-0.0155	0.0127	25.8195	16.1581	-9.7798	-0.3169	-0.6577	-0.3704	0.5743
0.34	-9.5185	-0.0646	-1.3790	0.0013	-0.0119	0.0131	25.9045	16.1027	-9.8179	-0.3170	-0.6577	-0.3704	0.5743
0.35	-9.5215	-0.0567	-1.3762	0.0093	-0.0066	0.0176	25.8924	16.0739	-9.7191	-0.3169	-0.6576	-0.3704	0.5742
0.36	-9.5313	-0.0600	-1.3749	0.0014	-0.0081	0.0178	25.8470	16.0630	-9.6886	-0.3170	-0.6577	-0.3704	0.5743
0.37	-9.5280	-0.0595	-1.3637	0.0055	-0.0036	0.0192	25.8610	16.1339	-9.7617	-0.3170	-0.6577	-0.3704	0.5743
0.38	-9.5182	-0.0485	-1.3666	0.0031	0.0005	0.0159	25.9931	16.3602	-9.5431	-0.3170	-0.6577	-0.3704	0.5743
0.39	-9.5169	-0.0536	-1.3681	-0.0056	-0.0009	0.0103	25.5406	16.2917	-9.1372	-0.3170	-0.6577	-0.3704	0.5742
0.4	-9.5212	-0.0580	-1.3708	-0.0019	-0.0001	0.0105	25.7922	16.3048	-9.4010	-0.3170	-0.6577	-0.3705	0.5742
0.41	-9.5264	-0.0548	-1.3659	0.0069	-0.0021	0.0125	25.7273	16.2148	-9.5470	-0.3170	-0.6577	-0.3705	0.5742
0.42	-9.5274	-0.0610	-1.3462	0.0026	0.0024	0.0132	25.5797	16.1723	-9.5449	-0.3170	-0.6577	-0.3705	0.5741
0.43	-9.5300	-0.0645	-1.3724	0.0025	-0.0019	0.0102	25.6629	16.1267	-9.6377	-0.3170	-0.6578	-0.3705	0.5742
0.44	-9.5117	-0.0665	-1.3617	0.0010	-0.0057	0.0090	25.5981	16.2025	-9.7520	-0.3170	-0.6577	-0.3705	0.5742
0.45	-9.5098	-0.0629	-1.3572	0.0065	-0.0059	0.0145	25.9249	16.1950	-9.6297	-0.3170	-0.6577	-0.3706	0.5742
0.46	-9.5322	-0.0672	-1.3560	0.0122	-0.0043	0.0167	25.8306	16.1255	-9.6003	-0.3169	-0.6577	-0.3705	0.5741
0.47	-9.5254	-0.0681	-1.3581	0.0089	-0.0085	0.0207	25.7994	16.1728	-9.8619	-0.3170	-0.6578	-0.3705	0.5742
0.48	-9.5116	-0.0628	-1.3568	0.0116	-0.0070	0.0200	25.9157	16.1337	-9.5300	-0.3170	-0.6578	-0.3704	0.5742
0.49	-9.5219	-0.0583	-1.3727	0.0087	-0.0060	0.0137	26.0327	16.1869	-9.6461	-0.3169	-0.6577	-0.3704	0.5742
0.5	-9.5177	-0.0653	-1.3641	0.0070	-0.0064	0.0173	25.7978	16.0307	-9.9403	-0.3169	-0.6578	-0.3704	0.5742
0.51	-9.5202	-0.0677	-1.3787	0.0114	-0.0062	0.0209	25.8438	16.0077	-9.8177	-0.3169	-0.6578	-0.3703	0.5742
0.52	-9.5179	-0.0704	-1.3829	0.0063	-0.0074	0.0153	25.6347	16.0954	-9.7919	-0.3170	-0.6578	-0.3703	0.5742
0.53	-9.5196	-0.0599	-1.3786	0.0153	-0.0059	0.0134	25.8240	16.0440	-9.7869	-0.3169	-0.6578	-0.3703	0.5742
0.54	-9.5177	-0.0640	-1.3762	0.0063	-0.0111	0.0139	26.0389	16.1993	-9.8024	-0.3169	-0.6578	-0.3703	0.5743
0.55	-9.5311	-0.0631	-1.3777	0.0024	-0.0110	0.0153	25.7900	16.2522	-9.9258	-0.3169	-0.6578	-0.3703	0.5743
0.56	-9.5263	-0.0638	-1.3813	0.0050	-0.0074	0.0162	25.7333	16.1868	-9.8069	-0.3169	-0.6578	-0.3703	0.5743
0.57	-9.5164	-0.0580	-1.3694	0.0053	-0.0123	0.0130	25.7589	15.9461	-9.6943	-0.3169	-0.6578	-0.3702	0.5743
0.58	-9.5226	-0.0569	-1.3661	0.0023	-0.0090	0.0205	25.7364	16.1423	-9.7034	-0.3170	-0.6578	-0.3702	0.5743
0.59	-9.5182	-0.0572	-1.3715	0.0012	-0.0083	0.0142	25.7615	16.1082	-9.7390	-0.3170	-0.6578	-0.3702	0.5743
0.6	-9.5127	-0.0510	-1.3605	0.0083	-0.0088	0.0174	25.7337	16.0290	-9.9154	-0.3170	-0.6577	-0.3702	0.5743
0.61	-9.5266	-0.0509	-1.3570	0.0060	0.0049	0.0140	25.7783	16.2957	-9.7461	-0.3170	-0.6578	-0.3702	0.5743
0.62	-9.5298	-0.0569	-1.3572	0.0106	-0.0030	0.0134	25.8177	16.1754	-9.7335	-0.3169	-0.6578	-0.3702	0.5743
