time	acceleration_x	acceleration_y	acceleration_z	gyroscope_x	gyroscope_y	gyroscope_z	magnetometer_x	magnetometer_y	magnetometer_z	quaternion_w	quaternion_x	quaternion_y	quaternion_z
0	-9.7605	-0.6533	-1.7597	-0.0078	-0.0134	-0.0467	15.3391	29.2198	-3.1891	0.5894	0.2632	0.7187	-0.2585
0.01	-9.7220	-0.6472	-1.7477	-0.0151	-0.0130	-0.0421	15.5202	29.2303	-3.3260	0.5894	0.2632	0.7187	-0.2585
0.02	-9.7373	-0.6478	-1.7330	-0.0206	-0.0156	-0.0484	15.5326	29.2955	-3.5736	0.5894	0.2630	0.7187	-0.2584
0.03	-9.7548	-0.6542	-1.7582	-0.0267	-0.0095	-0.0520	15.4033	29.2623	-3.2178	0.5895	0.2629	0.7188	-0.2584
0.04	-9.7157	-0.6581	-1.7332	-0.0197	-0.0080	-0.0490	15.4695	29.2846	-3.3331	0.5895	0.2628	0.7188	-0.2583
0.05	-9.7124	-0.6795	-1.7389	-0.0279	-0.0174	-0.0536	15.3333	29.2657	-3.6804	0.5896	0.2627	0.7189	-0.2583
0.06	-9.7343	-0.6931	-1.7251	-0.0290	-0.0138	-0.0553	15.4434	29.2803	-3.3602	0.5895	0.2625	0.7189	-0.2582
0.07	-9.7784	-0.6995	-1.7360	-0.0264	-0.0194	-0.0517	15.5269	29.2626	-3.4661	0.5896	0.2624	0.7189	-0.2582
0.08	-9.7487	-0.7244	-1.7335	-0.0271	-0.0179	-0.0540	15.3714	28.9223	-3.6783	0.5897	0.2622	0.7189	-0.2582
0.09	-9.7509	-0.7403	-1.7402	-0.0274	-0.0192	-0.0523	15.5404	28.9816	-3.3782	0.5897	0.2621	0.7189	-0.2581
0.1	-9.7281	-0.7499	-1.7389	-0.0262	-0.0154	-0.0427	15.5025	29.2273	-3.4455	0.5898	0.2620	0.7191	-0.2581
0.11	-9.7165	-0.7497	-1.7352	-0.0281	-0.0065	-0.0374	15.5520	29.1684	-3.4860	0.5898	0.2619	0.7190	-0.2580
0.12	-9.6969	-0.7311	-1.7460	-0.0194	-0.0116	-0.0341	15.4398	29.1995	-3.3681	0.5899	0.2618	0.7191	-0.2579
0.13	-9.6849	-0.7036	-1.7357	-0.0169	-0.0139	-0.0394	15.4325	29.1777	-3.5267	0.5898	0.2617	0.7190	-0.2578
0.14	-9.6991	-0.6951	-1.7466	-0.0190	-0.0080	-0.0416	15.5236	29.0822	-3.3746	0.5899	0.2617	0.7191	-0.2578
0.15	-9.7067	-0.7016	-1.7548	-0.0116	-0.0029	-0.0432	15.5749	29.1228	-3.2590	0.5899	0.2616	0.7192	-0.2577
0.16	-9.7029	-0.7046	-1.7572	-0.0045	0.0012	-0.0509	15.9091	29.3472	-3.1533	0.5898	0.2616	0.7192	-0.2577
0.17	-9.7073	-0.7078	-1.7627	-0.0024	0.0017	-0.0491	15.8659	29.5771	-3.1016	0.5898	0.2615	0.7193	-0.2577
0.18	-9.7236	-0.6869	-1.7694	-0.0021	-0.0013	-0.0528	15.7782	29.2958	-3.3342	0.5897	0.2615	0.7193	-0.2578
0.19	-9.7211	-0.6894	-1.7677	-0.0070	-0.0028	-0.0525	15.5314	29.2393	-3.4957	0.5897	0.2614	0.7194	-0.2578
0.2	-9.7307	-0.6787	-1.7716	-0.0050	-0.0064	-0.0497	15.3924	29.1616	-3.3213	0.5896	0.2613	0.7193	-0.2578
0.21	-9.7334	-0.6841	-1.7682	-0.0106	0.0027	-0.0517	15.2890	29.2466	-3.3171	0.5896	0.2613	0.7195	-0.2578
0.22	-9.7193	-0.6924	-1.7726	-0.0189	-0.0004	-0.0555	15.2385	29.2203	-3.2203	0.5896	0.2612	0.7195	-0.2577
0.23	-9.7356	-0.6945	-1.7843	-0.0263	0.0026	-0.0559	15.4324	29.2516	-3.2335	0.5896	0.2610	0.7197	-0.2577
0.24	-9.7431	-0.7090	-1.7824	-0.0237	-0.0010	-0.0507	15.3998	29.1177	-3.3469	0.5895	0.2609	0.7197	-0.2576
0.25	-9.7505	-0.7112	-1.7957	-0.0284	-0.0050	-0.0410	15.2939	29.2994	-3.3026	0.5895	0.2608	0.7198	-0.2575
0.26	-9.7458	-0.7341	-1.7987	-0.0210	-0.0065	-0.0391	15.3726	29.2864	-3.4391	0.5896	0.2608	0.7198	-0.2575
0.27	-9.7193	-0.7269	-1.7860	-0.0230	-0.0037	-0.0391	15.5020	29.1194	-3.6386	0.5895	0.2607	0.7198	-0.2573
0.28	-9.7721	-0.7406	-1.7781	-0.0233	-0.0051	-0.0452	15.6052	29.1548	-3.5830	0.5896	0.2606	0.7200	-0.2573
0.29	-9.7720	-0.7423	-1.7880	-0.0106	-0.0077	-0.0434	15.4217	29.1307	-3.7835	0.5896	0.2605	0.7199	-0.2572
0.3	-9.7494	-0.7558	-1.7792	-0.0048	-0.0030	-0.0514	15.4117	29.1543	-3.5115	0.5896	0.2605	0.7201	-0.2573
0.31	-9.7543	-0.7718	-1.7857	-0.0152	-0.0046	-0.0501	15.4059	29.1257	-3.5337	0.5895	0.2604	0.7200	-0.2572
0.32	-9.7441	-0.7725	-1.7637	-0.0013	-0.0063	-0.0428	15.3029	29.1663	-3.4627	0.5895	0.2604	0.7201	-0.2572
0.33	-9.7526	-0.7774	-1.7747	-0.0052	-0.0099	-0.0410	15.3290	29.2782	-3.4693	0.5895	0.2603	0.7201	-0.2572
0.34	-9.7390	-0.7407	-1.7730	-0.0013	-0.0064	-0.0376	15.3151	29.4199	-3.5418	0.5895	0.2603	0.7201	-0.2572
0.35	-9.7257	-0.7259	-1.7537	-0.0044	-0.0035	-0.0446	15.4227	29.3837	-3.4258	0.5895	0.2603	0.7202	-0.2572
0.36	-9.7217	-0.7277	-1.7756	-0.0039	-0.0049	-0.0446	15.4183	29.3187	-3.3771	0.5895	0.2602	0.7201	-0.2572
0.37	-9.7074	-0.7343	-1.7673	-0.0057	-0.0041	-0.0433	15.3893	29.2651	-3.3660	0.5895	0.2602	0.7202	-0.2572
0.38	-9.7064	-0.7284	-1.7655	0.0005	-0.0082	-0.0413	15.5093	29.1382	-3.5427	0.5894	0.2602	0.7201	-0.2572
0.39	-9.7202	-0.7320	-1.7748	-0.0053	-0.0019	-0.0428	15.7067	29.1179	-3.3847	0.5894	0.2602	0.7203	-0.2572
0.4	-9.7202	-0.7306	-1.7632	-0.0109	-0.0014	-0.0454	15.3222	29.2380	-3.2697	0.5894	0.2601	0.7203	-0.2572
0.41	-9.7418	-0.7195	-1.7670	-0.0046	-0.0021	-0.0404	15.3831	29.3769	-3.5374	0.5894	0.2601	0.7203	-0.2571
0.42	-9.7541	-0.7308	-1.7699	-0.0100	-0.0068	-0.0420	15.4524	29.0863	-3.3842	0.5894	0.2601	0.7204	-0.2571
