onset	duration	trial_type
0	15.18	x99
15.18	0.42	x5
15.6	0.76	x8
16.36	1.08	x5
17.44	7.96	x8
25.4	0.94	x5
26.34	14.32	x8
40.66	6.12	x5
46.78	7.88	x8
54.66	3.76	x5
58.42	9.3	x8
67.72	0.76	x5
68.48	2.62	x8
71.1	2.04	x5
73.14	2.34	x8
75.48	20.14	x5
95.62	6.04	x8
101.66	1.44	x5
103.1	1.64	x8
104.74	10.16	x5
114.9	0.56	x8
115.46	3.08	x5
118.54	6.1	x8
124.64	0.7	x5
125.34	0.56	x8
125.9	0.76	x5
126.66	1.34	x8
128	1.88	x5
129.88	12.56	x8
142.44	3.04	x5
145.48	29.52	x8
175	3.68	x5
178.68	17.28	x8
195.96	1.36	x5
197.32	3.64	x8
200.96	1.16	x5
202.12	2.1	x8
204.22	1.36	x5
