onset	duration	trial_type
0	15.18	x0
15.18	0.08	x1
15.26	0.08	x2
15.34	0.08	x1
15.42	0.28	x2
15.7	0.08	x1
15.78	0.06	x2
15.84	0.04	x1
15.88	0.06	x2
15.94	0.02	x1
15.96	0.02	x2
15.98	0.04	x1
16.02	0.12	x2
16.14	0.02	x1
16.16	0.02	x2
16.18	0.08	x1
16.26	0.08	x2
16.34	0.02	x1
16.36	0.06	x2
16.42	0.04	x1
16.46	0.02	x2
16.48	0.04	x1
16.52	0.12	x2
16.64	0.04	x1
16.68	0.02	x2
16.7	0.1	x1
16.8	0.02	x2
16.82	0.2	x1
17.02	0.12	x2
17.14	0.04	x1
17.18	0.06	x2
17.24	0.02	x1
17.26	0.04	x2
17.3	0.04	x1
17.34	0.44	x2
17.78	0.04	x1
17.82	0.82	x2
18.64	1.58	x1
20.22	0.12	x2
20.34	0.46	x1
20.8	0.28	x2
21.08	0.06	x1
21.14	0.06	x2
21.2	0.02	x1
21.22	0.4	x2
21.62	0.08	x1
21.7	0.08	x2
21.78	0.06	x1
21.84	0.1	x2
21.94	0.08	x1
22.02	0.04	x2
22.06	0.02	x1
22.08	0.14	x2
22.22	0.34	x1
22.56	0.1	x2
22.66	0.02	x1
22.68	0.38	x2
23.06	0.24	x1
23.3	0.42	x2
23.72	0.04	x1
23.76	0.34	x2
24.1	0.04	x1
24.14	0.02	x2
24.16	0.18	x1
24.34	0.44	x2
24.78	0.14	x1
24.92	1.62	x2
26.54	0.02	x1
26.56	0.72	x2
27.28	0.62	x1
27.9	0.02	x2
27.92	0.02	x1
27.94	1.84	x2
29.78	0.2	x1
29.98	1.14	x2
31.12	0.06	x1
31.18	1.76	x2
32.94	0.02	x1
32.96	2.2	x2
35.16	0.02	x1
35.18	1.3	x2
36.48	0.32	x1
36.8	3.96	x2
40.76	0.12	x1
40.88	0.3	x2
41.18	0.06	x1
41.24	0.9	x2
42.14	0.1	x1
42.24	0.88	x2
43.12	0.16	x1
43.28	0.38	x2
43.66	0.16	x1
43.82	0.58	x2
44.4	0.96	x1
45.36	0.02	x2
45.38	0.14	x1
45.52	1.48	x2
47	0.06	x1
47.06	0.02	x2
47.08	0.52	x1
47.6	0.06	x2
47.66	0.06	x1
47.72	5.3	x2
53.02	0.08	x1
53.1	0.04	x2
53.14	0.02	x1
53.16	0.28	x2
53.44	0.68	x1
54.12	0.04	x2
54.16	0.02	x1
54.18	1.04	x2
55.22	0.08	x1
55.3	7.9	x2
63.2	0.42	x1
63.62	3.2	x2
66.82	0.02	x1
66.84	0.02	x2
66.86	0.04	x1
66.9	0.44	x2
67.34	0.14	x1
67.48	0.9	x2
68.38	0.06	x1
68.44	1.72	x2
70.16	0.1	x1
70.26	1.18	x2
71.44	0.02	x1
71.46	0.3	x2
71.76	0.02	x1
71.78	0.06	x2
71.84	0.06	x1
71.9	1.9	x2
73.8	0.02	x1
73.82	0.02	x2
73.84	0.28	x1
74.12	1.74	x2
75.86	0.02	x1
75.88	0.56	x2
76.44	0.22	x1
76.66	0.02	x2
76.68	0.04	x1
76.72	0.02	x2
76.74	0.54	x1
77.28	0.12	x2
77.4	0.08	x1
77.48	0.06	x2
77.54	0.04	x1
77.58	5.72	x2
83.3	0.02	x1
83.32	0.12	x2
83.44	0.06	x1
83.5	1.1	x2
84.6	0.06	x1
84.66	1.7	x2
86.36	0.02	x1
86.38	0.8	x2
87.18	0.28	x1
87.46	8.52	x2
95.98	0.16	x1
96.14	0.16	x2
96.3	0.04	x1
96.34	0.42	x2
96.76	0.04	x1
96.8	0.02	x2
96.82	0.24	x1
97.06	0.58	x2
97.64	0.06	x1
97.7	0.12	x2
97.82	0.08	x1
97.9	4.98	x2
102.88	0.06	x1
102.94	1.56	x2
104.5	0.2	x1
104.7	0.04	x2
104.74	0.02	x1
104.76	0.06	x2
104.82	0.1	x1
104.92	0.08	x2
105	0.12	x1
105.12	1.6	x2
106.72	0.1	x1
106.82	0.34	x2
107.16	0.16	x1
107.32	1.4	x2
108.72	0.28	x1
109	0.36	x2
109.36	0.02	x1
109.38	0.16	x2
109.54	0.02	x1
109.56	0.04	x2
109.6	0.18	x1
109.78	4.6	x2
114.38	0.1	x1
114.48	0.42	x2
114.9	0.12	x1
115.02	0.06	x2
115.08	0.3	x1
115.38	2.6	x2
117.98	0.46	x1
118.44	0.08	x2
118.52	0.02	x1
118.54	0.04	x2
118.58	0.06	x1
118.64	0.04	x2
118.68	0.02	x1
118.7	1.66	x2
120.36	0.02	x1
120.38	0.12	x2
120.5	0.02	x1
120.52	0.3	x2
120.82	0.08	x1
120.9	0.04	x2
120.94	0.12	x1
121.06	2.7	x2
123.76	0.02	x1
123.78	4.46	x2
128.24	0.04	x1
128.28	1.82	x2
130.1	0.3	x1
130.4	7.56	x2
137.96	0.02	x1
137.98	0.22	x2
138.2	0.02	x1
138.22	1.92	x2
140.14	0.1	x1
140.24	0.56	x2
140.8	0.02	x1
140.82	0.1	x2
140.92	0.32	x1
141.24	7.9	x2
149.14	0.04	x1
149.18	1.64	x2
150.82	0.04	x1
150.86	0.88	x2
151.74	0.02	x1
151.76	0.1	x2
151.86	0.12	x1
151.98	0.02	x2
152	0.32	x1
152.32	1.82	x2
154.14	0.12	x1
154.26	1.12	x2
155.38	0.02	x1
155.4	0.02	x2
155.42	0.22	x1
155.64	0.8	x2
156.44	0.14	x1
156.58	0.02	x2
156.6	0.02	x1
156.62	1.38	x2
158	0.12	x1
158.12	0.5	x2
158.62	0.12	x1
158.74	0.88	x2
159.62	0.04	x1
159.66	0.2	x2
159.86	0.02	x1
159.88	0.98	x2
160.86	0.12	x1
160.98	0.04	x2
161.02	0.02	x1
161.04	1.14	x2
162.18	0.26	x1
162.44	2.62	x2
165.06	0.04	x1
165.1	0.02	x2
165.12	0.02	x1
165.14	2.4	x2
167.54	0.02	x1
167.56	0.12	x2
167.68	0.02	x1
167.7	1.12	x2
168.82	0.04	x1
168.86	0.04	x2
168.9	0.04	x1
168.94	0.7	x2
169.64	0.04	x1
169.68	0.02	x2
