name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	103.791	28.762	53.280	120.161	15.489	26.321	-15.489	0.354	2	2
Fp2	101.462	-37.074	51.539	119.688	-20.072	25.506	20.072	0.358	3	2
F7	53.474	75.979	48.508	104.811	54.862	27.569	-54.862	0.347	4	3
F3	60.274	49.199	97.568	124.792	39.223	51.430	-39.223	0.214	4	3
Fz	61.915	-2.774	121.442	136.343	-2.566	62.963	2.566	0.150	4	2
F4	57.356	-56.910	95.853	125.364	-44.776	49.871	44.776	0.223	2	3
F8	50.297	-78.428	42.416	102.372	-57.327	24.478	57.327	0.364	1	1
FC5	25.884	78.761	78.328	114.055	71.807	43.374	-71.807	0.259	2	1
FC1	26.193	32.270	129.470	135.977	50.935	72.202	-50.935	0.099	2	0
FC2	23.684	-37.832	128.262	135.806	-57.952	70.812	57.952	0.107	5	2
FC6	21.752	-82.806	71.361	111.456	-75.282	39.812	75.282	0.279	6	3
T7	-10.503	92.513	42.440	102.323	96.477	24.505	-96.477	0.364	0	0
C3	-11.227	65.466	113.638	131.626	99.731	59.693	-99.731	0.168	1	0
Cz	-11.793	-0.489	142.022	142.512	-177.625	85.249	177.625	0.026	4	1
C4	-14.616	-71.212	109.292	131.261	-101.599	56.370	101.599	0.187	1	1
T8	-9.621	-90.818	32.232	96.847	-96.047	19.440	96.047	0.392	8	6
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	19	7
CP5	-44.844	85.198	77.982	123.899	117.760	39.006	-117.760	0.283	3	2
CP1	-50.762	35.113	132.559	146.225	145.328	65.032	-145.328	0.139	7	4
CP2	-49.920	-36.257	130.370	144.232	-144.009	64.674	144.009	0.141	7	2
CP6	-47.474	-83.175	72.716	120.248	-119.717	37.209	119.717	0.293	5	3
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9	4
P7	-75.214	78.493	44.011	117.283	133.778	22.040	-133.778	0.378	3	1
P3	-86.396	53.793	95.040	139.250	148.092	43.040	-148.092	0.261	6	2
Pz	-88.577	-1.900	113.018	143.606	-178.771	51.906	178.771	0.212	4	2
P4	-81.691	-55.502	93.366	135.908	-145.807	43.391	145.807	0.259	4	2
P8	-72.896	-76.704	40.077	113.152	-133.542	20.744	133.542	0.385	6	3
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4	1
O1	-118.749	33.292	39.878	129.615	164.339	17.919	-164.339	0.400	8	2
Oz	-123.136	0.859	41.892	130.070	179.600	18.789	-179.600	0.396	4	1
O2	-117.244	-31.670	37.926	127.230	-164.884	17.343	164.884	0.404	4	2
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5	2
AF7	83.767	59.439	48.656	113.654	35.359	25.347	-35.359	0.359	2	2
AF3	87.593	33.020	82.995	125.104	20.655	41.560	-20.655	0.269	3	2
AF4	85.027	-41.408	82.106	125.242	-25.966	40.963	25.966	0.272	0	0
AF8	79.560	-64.005	46.418	112.166	-38.816	24.446	38.816	0.364	2	3
F5	60.486	65.996	74.367	116.381	47.494	39.717	-47.494	0.279	1	1
F1	60.749	26.063	114.772	132.448	23.221	60.060	-23.221	0.166	1	0
F2	58.872	-33.183	115.044	133.424	-29.408	59.569	29.408	0.169	4	2
F6	55.694	-72.408	70.364	115.307	-52.434	37.606	52.434	0.291	2	2
AFz	92.899	-2.768	91.837	130.659	-1.706	44.658	1.706	0.252	10	6
FT7	22.417	86.872	45.847	100.754	75.531	27.068	-75.531	0.350	4	2
FC3	25.407	61.356	107.766	126.584	67.506	58.358	-67.506	0.176	8	2
FC4	21.570	-67.640	103.929	125.863	-72.313	55.662	72.313	0.191	5	3
FT8	21.085	-87.421	38.456	97.805	-76.440	23.153	76.440	0.371	5	3
FCz	25.604	-4.517	137.189	139.631	-10.005	79.269	10.005	0.060	3	1
C5	-9.539	86.783	78.740	117.569	96.272	42.047	-96.272	0.266	0	0
C1	-11.448	37.397	135.059	140.608	107.021	73.850	-107.021	0.090	1	0
C2	-13.188	-37.795	133.094	138.984	-109.236	73.261	109.236	0.093	9	3
C6	-14.364	-88.933	69.331	113.676	-99.175	37.582	99.175	0.291	8	4
TP7	-44.003	90.167	44.442	109.733	116.013	23.891	-116.013	0.367	0	0
CP3	-49.834	66.505	109.508	137.471	126.845	52.805	-126.845	0.207	1	0
CPz	-53.864	-1.811	134.369	144.774	-178.075	68.145	178.075	0.121	1	0
CP4	-50.257	-67.227	106.901	135.916	-126.781	51.862	126.781	0.212	5	2
TP8	-42.908	-86.891	36.788	103.655	-116.281	20.788	116.281	0.385	6	3
P5	-80.260	71.232	70.781	128.552	138.410	33.408	-138.410	0.314	3	1
P1	-84.964	29.945	112.835	144.386	160.585	51.396	-160.585	0.214	4	1
P2	-84.753	-31.196	111.332	143.356	-159.792	50.951	159.792	0.217	5	2
P6	-78.235	-71.131	68.616	126.050	-137.723	32.981	137.723	0.317	4	2
PO7	-100.998	57.834	40.774	123.320	150.203	19.308	-150.203	0.393	0	0
PO3	-111.029	36.918	73.116	137.973	161.608	32.001	-161.608	0.322	3	1
POz	-110.740	-3.020	82.746	138.273	-178.438	36.757	178.438	0.296	4	2
PO4	-107.023	-37.951	74.353	135.729	-160.475	33.216	160.475	0.315	19	6
PO8	-99.115	-57.003	39.175	120.863	-150.096	18.913	150.096	0.395	10	4
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	19	18
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	13	13
LPA	0.000	89.250	0.000	89.250	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-86.271	0.000	86.271	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	108.760	-0.000	0.000	108.760	-0.000	0.000	0.000	0.500	n/a	n/a
