name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
P7	-66.454	82.202	46.536	115.494	128.953	23.761	-128.953	0.368	n/a	20
P3	-71.795	60.276	110.208	144.684	139.985	49.616	-139.985	0.224	n/a	18
Pz	-69.189	-1.254	134.856	151.574	-178.961	62.836	178.961	0.151	n/a	9
P4	-70.793	-60.364	109.959	144.037	-139.546	49.766	139.546	0.224	n/a	4
P8	-69.292	-83.679	51.836	120.376	-129.627	25.507	129.627	0.358	n/a	39
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4
O1	-112.277	32.268	64.518	133.454	163.966	28.911	-163.966	0.339	n/a	4
Oz	-116.273	0.052	67.620	134.506	179.974	30.181	-179.974	0.332	n/a	20
O2	-110.869	-34.283	66.037	133.522	-162.817	29.642	162.817	0.335	n/a	14
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3
AF7	82.096	62.673	34.593	108.923	37.359	18.517	-37.359	0.397	n/a	5
AF3	98.989	34.656	66.572	124.224	19.295	32.405	-19.295	0.320	n/a	14
AF4	101.243	-40.110	63.923	126.274	-21.612	30.413	21.612	0.331	n/a	5
AF8	81.888	-66.091	33.249	110.360	-38.907	17.534	38.907	0.403	n/a	2
F5	67.069	70.465	59.732	114.156	46.414	31.551	-46.414	0.325	n/a	21
F1	81.427	31.222	102.810	134.815	20.979	49.694	-20.979	0.224	n/a	5
F2	83.685	-36.530	104.211	138.556	-23.582	48.775	23.582	0.229	n/a	4
F6	66.744	-77.005	57.727	117.120	-49.083	29.531	49.083	0.336	n/a	21
AFz	105.057	-3.262	75.657	129.505	-1.778	35.747	1.778	0.301	n/a	5
FT7	25.917	88.315	37.468	99.374	73.645	22.151	-73.645	0.377	n/a	24
FC3	43.884	64.402	101.676	128.107	55.729	52.531	-55.729	0.208	n/a	47
FC4	45.139	-71.438	103.409	133.546	-57.713	50.745	57.713	0.218	n/a	0
FT8	25.316	-95.307	38.198	105.752	-75.124	21.174	75.124	0.382	n/a	19
FCz	53.974	-3.106	134.161	144.644	-3.294	68.052	3.294	0.122	n/a	3
C5	-0.523	89.726	75.898	117.522	90.334	40.227	-90.334	0.277	n/a	33
C1	13.077	36.746	138.960	144.330	70.411	74.321	-70.411	0.087	n/a	11
C2	15.923	-38.559	141.012	147.054	-67.561	73.519	67.561	0.092	n/a	11
C6	1.290	-97.124	78.284	124.753	-89.239	38.867	89.239	0.284	n/a	8
TP7	-38.698	91.342	43.756	108.423	112.960	23.802	-112.960	0.368	n/a	12
CP3	-30.541	70.494	118.239	141.006	113.424	56.986	-113.424	0.183	n/a	2
CPz	-28.782	-0.964	149.218	151.971	-178.082	79.077	178.082	0.061	n/a	6
CP4	-31.260	-73.097	119.240	143.312	-113.154	56.307	113.154	0.187	n/a	4
TP8	-43.323	-95.140	44.671	113.684	-114.483	23.137	114.483	0.371	n/a	7
P5	-68.829	76.866	79.582	130.304	131.843	37.643	-131.843	0.291	n/a	22
P1	-68.950	33.809	129.698	150.727	153.880	59.370	-153.880	0.170	n/a	6
P2	-64.777	-32.997	133.056	151.621	-153.006	61.349	153.006	0.159	n/a	12
P6	-69.799	-77.450	82.088	132.699	-132.026	38.214	132.026	0.288	n/a	24
PO7	-94.378	61.082	57.130	126.103	147.089	26.939	-147.089	0.350	n/a	7
PO3	-100.143	35.312	94.986	142.471	160.576	41.813	-160.576	0.268	n/a	19
POz	-98.141	-1.659	105.777	144.302	-179.032	47.140	179.032	0.238	n/a	6
PO4	-95.463	-38.211	99.889	143.356	-158.186	44.170	158.186	0.255	n/a	7
PO8	-94.359	-64.475	57.464	127.917	-145.656	26.694	145.656	0.352	n/a	5
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	13
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	18
LPA	0.000	89.256	0.000	89.256	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-97.212	0.000	97.212	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	105.147	-0.000	0.000	105.147	-0.000	0.000	0.000	0.500	n/a	n/a
