onset	duration	trial_type
0	15.18	x99
15.18	8.02	x5
23.2	3.02	x8
26.22	31.2	x5
57.42	3.36	x8
60.78	21.52	x5
82.3	5.22	x8
87.52	29.28	x5
116.8	3.72	x8
120.52	5.32	x5
125.84	9.54	x8
135.38	8.98	x5
144.36	13.74	x8
158.1	19.5	x5
177.6	5.62	x8
183.22	7.02	x5
190.24	7.3	x8
197.54	2.9	x5
200.44	5.52	x8
205.96	2.68	x5
208.64	12.66	x8
221.3	5.06	x5
226.36	12.24	x8
238.6	5.74	x5
244.34	7.46	x8
251.8	14.74	x5
266.54	8.42	x8
274.96	5.98	x5
280.94	10.44	x8
291.38	11.26	x5
302.64	12.14	x8
314.78	4.8	x5
319.58	6.74	x8
326.32	1.84	x5
328.16	25.58	x8
353.74	14.64	x5
368.38	6.8	x8
