onset	duration	trial_type
0	27.32	x0
27.32	4.2	x8
31.52	32.16	x81
63.68	2.46	x5
66.14	32.14	x81
98.28	1.74	x5
100.02	3.58	x0
103.6	4.24	x8
107.84	10.7	x81
118.54	2.5	x5
121.04	13.56	x81
134.6	4.26	x5
138.86	6.54	x0
145.4	4.16	x8
149.56	10.72	x81
160.28	4.24	x5
164.52	1.8	x0
166.32	4.22	x8
170.54	18.56	x81
189.1	1.76	x5
190.86	5.2	x0
196.06	4.16	x8
200.22	7.84	x81
208.06	1.76	x5
209.82	3.3	x0
213.12	4.18	x8
217.3	18.6	x81
235.9	1.76	x5
237.66	9.76	x0
247.42	4.18	x8
251.6	7.84	x81
259.44	1.76	x5
261.2	12.16	x0
273.36	4.16	x8
277.52	21.42	x81
298.94	4.24	x5
303.18	8.94	x0
312.12	4.2	x8
316.32	16.08	x81
332.4	4.28	x5
336.68	12	x81
348.68	1.76	x5
350.44	4.68	x0
355.12	4.18	x8
359.3	2.46	x81
361.76	1.78	x5
363.54	3.46	x0
367	4.18	x8
371.18	2.48	x81
373.66	1.48	x5
