name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	101.705	39.291	36.081	114.846	21.123	18.310	-21.123	0.398	3	0
Fp2	100.368	-38.554	36.928	113.682	-21.013	18.955	21.013	0.395	5	2
F7	54.534	82.904	38.087	106.291	56.663	20.998	-56.663	0.383	36	8
F3	70.799	54.541	91.422	127.848	37.609	45.650	-37.609	0.246	8	3
Fz	80.429	-1.546	115.480	140.737	-1.101	55.138	1.101	0.194	21	10
F4	67.295	-60.083	91.735	128.662	-41.759	45.479	41.759	0.247	43	13
F8	46.585	-82.795	33.547	100.750	-60.636	19.449	60.636	0.392	3	2
FC5	33.359	87.524	73.081	118.803	69.136	37.963	-69.136	0.289	12	5
FC1	42.211	37.183	131.850	143.348	41.376	66.895	-41.376	0.128	1	0
FC2	39.711	-38.677	133.192	144.267	-44.244	67.404	44.244	0.126	2	0
FC6	29.017	-89.801	71.630	118.478	-72.093	37.199	72.093	0.293	25	5
T7	-3.082	97.257	38.166	104.523	91.815	21.416	-91.815	0.381	36	8
C3	3.789	73.218	118.288	139.166	87.038	58.209	-87.038	0.177	0	0
Cz	3.274	-0.290	152.235	152.270	-5.056	88.763	5.056	0.007	0	1
C4	-1.977	-72.997	118.274	139.001	-91.551	58.308	91.551	0.176	26	3
T8	-8.172	-95.896	37.380	103.248	-94.871	21.226	94.871	0.382	10	5
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9	1
CP5	-37.396	92.791	78.738	127.312	111.950	38.204	-111.950	0.288	25	11
CP1	-38.129	39.724	145.121	155.216	133.826	69.222	-133.826	0.115	0	0
CP2	-39.198	-34.462	144.995	154.103	-138.678	70.203	138.678	0.110	51	26
CP6	-42.934	-87.471	81.199	126.838	-116.143	39.805	116.143	0.279	45	14
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7	1
P7	-71.481	84.848	44.503	119.537	130.113	21.857	-130.113	0.379	43	17
P3	-79.350	63.762	109.415	149.444	141.216	47.066	-141.216	0.239	47	9
Pz	-79.976	2.864	130.885	153.412	177.949	58.557	-177.949	0.175	2	1
