name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
P4	-81.455	-54.967	107.046	145.310	-145.988	47.449	145.988	0.236	51	2
P8	-68.831	-80.456	44.771	114.958	-130.548	22.921	130.548	0.373	36	10
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12	2
O1	-118.508	36.870	57.723	136.877	162.718	24.943	-162.718	0.361	39	5
Oz	-122.187	3.189	58.367	135.449	178.505	25.526	-178.505	0.358	53	4
O2	-115.534	-31.982	58.493	133.388	-164.527	26.009	164.527	0.356	20	8
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	14	5
AF7	80.541	67.447	36.991	111.375	39.944	19.398	-39.944	0.392	30	5
AF3	96.954	37.121	72.566	126.664	20.951	34.953	-20.951	0.306	28	6
AF4	95.352	-40.394	71.029	125.574	-22.959	34.446	22.959	0.309	20	3
AF8	77.246	-65.860	34.784	107.306	-40.451	18.915	40.451	0.395	30	6
F5	63.920	74.850	64.425	117.639	49.504	33.206	-49.504	0.316	48	9
F1	75.153	32.755	109.987	137.178	23.550	53.300	-23.550	0.204	29	18
F2	74.142	-36.069	111.328	138.535	-25.942	53.476	25.942	0.203	17	12
F6	60.111	-76.991	60.638	114.969	-52.019	31.832	52.019	0.323	33	10
AFz	103.306	-0.621	80.422	130.921	-0.344	37.900	0.344	0.289	15	9
FT7	26.644	91.815	38.020	102.885	73.818	21.687	-73.818	0.380	50	5
FC3	40.656	66.806	106.838	132.402	58.677	53.796	-58.677	0.201	9	6
FC4	34.986	-70.464	108.053	133.659	-63.595	53.942	63.595	0.200	40	14
FT8	21.292	-91.921	35.499	100.812	-76.958	20.617	76.958	0.385	3	1
FCz	45.111	-1.876	139.925	147.029	-2.381	72.117	2.381	0.099	1	2
C5	-1.121	94.064	78.108	122.271	90.683	39.703	-90.683	0.279	45	19
C1	3.548	39.098	143.228	148.511	84.815	74.672	-84.815	0.085	0	0
C2	3.242	-36.234	144.708	149.210	-84.887	75.889	84.887	0.078	35	7
C6	-6.553	-93.974	77.391	121.915	-93.989	39.404	93.989	0.281	20	15
TP7	-39.426	95.242	43.480	111.875	112.487	22.870	-112.487	0.373	17	5
CP3	-37.482	75.970	120.345	147.171	116.261	54.858	-116.261	0.195	0	0
CPz	-41.753	2.842	150.236	155.956	176.106	74.434	-176.106	0.086	2	0
CP4	-41.980	-69.375	120.066	144.883	-121.179	55.967	121.179	0.189	43	5
TP8	-43.000	-90.308	41.564	108.315	-115.461	22.565	115.461	0.375	24	7
P5	-73.300	81.326	79.004	135.013	132.028	35.814	-132.028	0.301	22	7
P1	-78.829	35.985	128.667	155.126	155.463	56.041	-155.463	0.189	0	0
P2	-78.022	-28.357	128.642	153.102	-160.027	57.165	160.027	0.182	1	0
P6	-74.107	-73.740	77.405	130.081	-135.142	36.517	135.142	0.297	36	2
PO7	-99.404	64.471	53.392	129.955	147.033	24.258	-147.033	0.365	52	15
PO3	-107.210	39.511	92.182	146.808	159.769	38.896	-159.769	0.284	50	14
POz	-107.283	1.345	100.304	146.876	179.282	43.072	-179.282	0.261	16	3
PO4	-103.579	-35.062	92.590	143.286	-161.299	40.255	161.299	0.276	40	14
PO8	-96.841	-60.648	51.389	125.289	-147.942	24.215	147.942	0.365	47	20
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	18	12
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	19	16
LPA	0.000	95.875	0.000	95.875	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-90.705	0.000	90.705	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	104.258	-0.000	0.000	104.258	-0.000	0.000	0.000	0.500	n/a	n/a
